screen_name,device_count,fav_avg,fav_max,fav_std,fav_total,len_mean,rt_avg,rt_max,rt_std,rt_total,time_delta,follower,friends,eleted
elis_wilson,9,0.310118265,8,0.839883048,236,123.9605782,210.0998686,46893,2151.659343,159886,0.925,139,53,0
carlminns,9,0.494683544,64,1.968317945,977,93.61417722,226.1711392,79333,2281.095671,446688,0.218844985,2431,1146,1
GonulDaniels,9,2.487111111,51,4.910855378,2798,111.0364444,22.47644444,3992,167.2875758,25286,0.648576512,2028,2564,0
CliveEfford,9,5.482866044,352,17.47817114,7040,122.4517134,80.87772586,18521,688.9347435,103847,0.566640686,5000,2506,1
fivanmierlo,9,1.004143646,48,2.686416509,727,113.8190608,5290.301105,3622825,134554.5572,3830178,1.005532503,436,850,1
GreenbankGreens,9,0.264964789,25,1.207096679,301,126.9049296,169.4788732,15254,830.3433202,192528,0.632599119,638,547,0
GradySNP,9,8.327884615,473,21.95680181,17322,128.4110577,232.5168269,229702,5122.176001,483635,0.215488215,5000,3233,0
AlexSalmond,9,141.2619048,59855,1531.431732,219521,122.8970399,134.4453024,22057,629.1257779,208928,0.469414037,5000,671,1
Meg_HillierMP,9,5.419821826,206,15.79908398,4867,126.0545657,91.55011136,18521,1002.228819,82212,0.809364548,5000,4786,1
holliedevanney,9,1.582857143,162,9.460458633,831,112.1904762,226.3333333,22909,1500.916057,118825,1.379770992,908,779,1
JoyceOnstad,9,0.975655431,92,4.528040709,521,109.1573034,780.6891386,385497,16671.41728,416888,1.285178236,568,816,1
flynnhc,9,0.890289103,31,2.722903814,1201,125.0926612,708.171238,410285,11680.82688,955323,0.540801187,1440,812,1
bernardjenkin,9,5.365697388,424,17.82543153,10887,120.5214391,77.55544603,36496,905.1253493,157360,0.359467456,5000,576,0
johnmcdonnellMP,9,156.4028648,11555,487.2105653,349404,130.5917637,477.2542525,25435,1395.683261,1066186,0.226600985,5000,5000,0
jon_trickett,9,19.29865424,1454,74.7669072,37285,103.679089,135.5590062,50530,1361.501894,261900,0.377524599,5000,788,0
clrandrewcooper,9,1.990182954,144,6.638621869,4460,113.464971,95.21954485,42976,1458.012749,213387,0.320982143,3503,1078,1
LouiseEllman,9,14.75956284,507,45.17285688,2701,118.1693989,58.1147541,5592,419.1128582,10635,3.961538462,5000,581,0
StephenTwigg,9,4.969811321,420,17.04897511,9219,121.9725067,140.8544474,80502,2676.431467,261285,0.388888889,5000,3654,1
AndyMcDonaldMP,9,12.21650589,1018,55.67616389,11398,126.9581994,135.0803859,42436,1503.736781,126030,0.782188841,5000,1389,0
andreajenkyns,9,6.021627188,625,21.50483254,11694,116.692585,26.9938208,11205,331.7759735,52422,0.3750644,5000,2353,1
crimicans98,9,1.969588551,129,7.618178406,1101,107.7227191,2101.554562,852015,37113.87653,1174769,1.306451613,942,553,0
Drew1403,9,0.393878909,28,1.523561609,592,110.8270126,308.5462409,114954,3323.371719,463745,0.485352863,594,1056,1
green_mac,9,0.661436829,67,2.528644993,801,115.4987614,291.8348472,51810,2483.531038,353412,0.600826446,1078,983,1
kevcow,9,0.523809524,44,1.736463683,792,94.00992063,59.91137566,23086,739.0256832,90586,0.481800132,1368,558,1
Neil4Preston,9,0.439316239,18,1.47114452,257,97.98803419,177.5384615,29287,1481.770379,103860,1.246575342,1163,1266,1
McCargo,9,0.143567875,7,0.553466359,202,116.1613362,268.2338308,68998,2643.636198,377405,0.518492176,591,1353,1
DomesticBits,9,0.457687723,12,0.930382362,384,111.0929678,338.5196663,89099,3760.39136,284018,0.868735084,1176,3474,0
darrenpaffey,9,1.362637363,565,12.71864221,2852,123.5117057,406.4089823,142896,3871.495218,850614,0.242829828,1910,1030,1
jeanmedavis,9,0.44004065,12,0.970323053,866,113.570122,579.1443089,852015,19516.19424,1139756,0.370106762,508,142,0
sue_mcguire,9,0.888297872,116,4.170800564,1169,110.5471125,106.5942249,36638,1569.90525,140278,0.553612167,1298,1096,1
UKIPRedvers,9,0.909759358,61,3.758841406,1361,118.3963904,71.39304813,12196,515.4512644,106804,0.487625418,1792,1571,1
MarieRimmer,9,3.247434436,153,10.01158432,2848,126.613455,46.38312429,9149,409.7845907,40678,0.831050228,5000,652,1
georgenturner,9,9.071723001,695,40.2857964,11004,104.4295136,177.86892,33778,1615.40055,215755,0.092409241,5000,1272,0
Molly4Wstow,9,0.320855615,15,0.924680955,420,90.98166539,7.792207792,4061,120.4707835,10200,0.55733945,772,416,1
NigelQuinton,9,0.384074941,31,1.819109923,328,115.8864169,564.6733021,112883,4754.910092,482231,0.854630715,516,375,0
JaneBrophyLD,8,1.752683555,345,10.09975036,4082,115.3001288,55.67282095,60341,1270.191024,129662,0.250429553,1752,916,1
IanMiddletonX,8,0.670299728,50,2.376718519,492,113.2438692,153.2970027,14826,914.4313976,112520,0.141882674,3391,1705,0
kev927riddy,8,0.206936416,9,0.686751911,537,107.0312139,18.35529865,10602,246.9926933,47632,0.193909021,1172,2195,0
Marshadecordova,8,1.222710623,160,6.864160571,1669,115.6315018,1208.413187,852021,23969.35625,1649484,0.42228739,5000,2004,1
John2Win,8,4.500987492,758,25.90052562,6837,114.8920342,390.4970375,339727,9293.847136,593165,0.480237154,5000,1483,1
AllanBrame,8,0.155430712,5,0.523062236,83,108.7659176,384.1123596,71104,3851.628613,205116,1.356472795,162,250,0
ShabanaMahmood,8,2.606489185,407,13.77550182,3133,119.0715474,2633.189684,852020,30875.81363,3165094,0.606161532,5000,579,0
Kate_HollernMP,8,1.847393365,340,14.02585393,1949,122.5459716,450.8085308,27471,1915.592878,475603,0.687855787,5000,2037,1
Chris4BNC,8,3.348547718,233,10.88875292,5649,118.3260225,980.9715471,676286,22402.52354,1654899,0.431791222,2227,592,0
fozziebecs,8,0.773704172,106,4.702864211,1224,113.3590392,352.2692794,56543,2377.42058,557290,0.445920304,597,573,1
Tobias_Ellwood,8,18.56097561,2787,114.1303608,25113,132.9519586,170.3769401,76737,2174.916446,230520,0.539201183,5000,572,1
darrenpjones,8,1.797365755,50,3.612074924,1774,113.8561297,1074.554205,852018,27426.24249,1060585,0.739350913,5000,2994,1
IvanLewis_MP,8,4.800094295,257,12.43159956,10181,123.2677982,27.43187176,7300,286.4285688,58183,0.343867925,5000,2620,0
NeilUKIP,8,3.521,202,9.87524982,7042,107.676,98.6195,49673,1317.308291,197239,0.340670335,5000,5000,1
AdamVanChelt,8,1.066170389,82,3.94258907,1289,107.4731183,552.5938792,150383,6039.025724,668086,0.30794702,1983,3818,1
GillianKeegan,8,1.566347469,58,3.900880701,1145,128.4213406,45.68399453,8653,373.0165457,33395,0.993150685,3321,626,0
DebWiseUnger,8,0.331902104,29,1.306659574,773,120.6620867,619.338772,227801,8447.456705,1442440,0.31314433,676,502,1
LindsayHoyle_MP,8,8.788655078,275,16.18964064,9606,117.8142726,15.32570906,4895,167.6914619,16751,0.665750916,5000,1865,0
ChrisM4Chester,8,2.139183056,108,7.850069635,1414,103.3313162,33.5612708,7348,347.1856958,22184,1.104545455,5000,897,1
PhilBoswellSNP,8,4.739079103,432,17.46338171,4014,117.3707202,236.6729634,129077,4469.262068,200462,0.853427896,4347,1221,0
simonjcope,8,0.451109285,13,1.188599987,549,113.57765,336.1339359,117996,4582.941923,409075,0.597039474,940,1577,1
DougChapmanSNP,8,5.669254658,375,18.27734704,7302,124.6979814,122.5954969,21966,848.4480902,157903,0.22999223,5000,3919,0
cara_hilton,8,1.68903355,132,5.188287039,3373,128.9514271,660.1857787,676290,15238.93384,1318391,0.269539078,4465,3746,1
isogrant,8,0.150089606,11,0.718021969,335,121.9327957,266.6890681,86877,2648.873128,595250,0.326759301,920,730,1
SamGyimah,8,4.127693536,314,14.78679468,5172,121.9984038,218.0981644,56387,1878.869445,273277,0.392172524,5000,2025,1
StephenLloydEBN,8,3.467084639,109,8.958875809,1106,128.8652038,22.52037618,3704,217.6972072,7184,2.286163522,4819,1461,1
joanryanEnfield,8,2.494909945,92,6.176420727,3186,124.4635865,809.8676586,852016,23894.63488,1034201,0.571316614,5000,805,1
LanaHylands,8,0.717339667,13,1.854162308,302,125.8907363,935.7387173,69386,5452.238231,393946,1.569047619,441,1643,1
HounslowGreens,8,0.338006231,33,1.479341639,651,122.1017653,44.21287643,11444,338.3414918,85154,0.377662338,839,1336,0
hinamalik85,8,0.615819209,35,1.513048779,1308,88.41713748,219.4811676,410289,8917.76461,466178,0.172397551,943,264,1
decombustion,8,1.516148325,46,3.619917985,2535,120.5855263,207.3319378,169389,4288.020343,346659,0.296828247,1532,1003,0
Jeremy_Newmark,8,1.363573407,357,10.98488397,1969,127.8455679,199.5027701,67257,2267.231161,288082,0.133056133,5000,2955,0
DamianCollins,8,1.946279172,138,5.801025056,4420,127.5081462,82.8450022,40378,1054.23577,188141,0.216299559,5000,5000,0
Altany,8,0.303894679,18,1.016496502,554,114.8491498,210.9045529,97327,2656.188138,384479,0.211306257,2759,3061,1
barriefairbairn,8,0.215139442,6,0.703951483,54,94.72111554,381.9800797,31673,2553.454903,95877,2.888,269,726,0
DaveRaval,8,0.612676056,60,2.806385889,783,112.8599374,298.5500782,20802,1520.309204,381547,0.570086139,1180,1231,0
JamesMorris,8,3.056234719,376,19.30894789,1250,118.4938875,12.53056235,1048,67.90414407,5125,1.774509804,5000,1847,1
HollyLynch5,8,8.588348271,3334,86.29759096,13415,125.900128,247.1216389,338552,8567.621597,386004,0.467008328,5000,1842,1
dianapwallis,8,0.621333333,24,1.657491545,699,112.5493333,170.5333333,25212,1433.804353,191850,0.648576512,1858,1181,0
EmmaJaneWallace,8,0.288600289,32,1.404801741,600,124.4978355,773.2852333,116401,4640.190043,1607660,0.343599615,625,1269,1
horshamlabour,8,0.499530075,39,2.028462825,1063,127.9661654,265.5549812,31675,1128.130504,565101,0.341795957,436,181,1
bkatenga,8,0.230088496,7,0.770114916,104,96.10840708,116.789823,36497,1797.839544,52789,1.589800443,146,139,1
stormpoorun,8,0.420353982,21,1.320475866,190,123.7190265,110.8230088,17370,1138.392489,50092,1.607538803,1023,2341,1
vickyfoxcroft,8,3.776838546,539,19.91306306,4468,118.4936602,152.523246,61547,2203.914114,180435,0.616751269,5000,2048,0
StephPitchers,8,0.250390016,82,1.881767517,642,118.7839314,289.5916537,98855,2948.014804,742513,0.239563012,1089,2823,1
NiaGriffithMP,8,10.6506159,280,20.79643221,9511,123.7905935,33.8656215,12369,429.8035149,30242,0.817264574,5000,651,1
gavinshuker,8,3.222373188,291,11.97838888,7115,100.151721,377.5991848,146859,5161.199464,833739,0.330312642,5000,845,1
Puttick4Macc,8,1.712389381,26,3.101744663,774,124.4137168,63.38053097,6962,451.1733978,28648,1.616407982,732,697,0
emilyfermor,8,1.997326203,45,4.20656392,1494,111.9933155,169.3449198,23987,1284.629037,126670,0.693440428,684,737,1
stuartjeffery,8,0.263333333,7,0.730745434,158,115.66,206.7766667,25551,1429.512251,124066,1.215358932,1610,1659,1
Y_FovargueMP,8,1.786827195,121,6.684345745,2523,119.8016997,551.2450425,676292,18016.42301,778358,0.516654855,5000,830,0
johnleechmcr,8,2.715899919,177,10.62030875,3365,109.8813559,249.1291364,96902,3415.904439,308671,0.092084006,5000,1312,0
JeffSmithetc,8,2.603622578,299,10.29252043,6181,118.6777591,542.1166807,410289,9481.291992,1286985,0.307206068,5000,2361,0
Michael4MDNP,8,2.580115037,1099,32.03596016,3140,121.8701726,82.70090386,49672,1441.085944,100647,0.597861842,4822,1031,1
owenlmeredith,8,2.612094395,247,9.44882044,3542,94.26622419,448.8554572,410291,11337.05475,608648,0.164575646,5000,1503,0
kathrynjanexo,8,0.574199806,17,1.436693084,592,98.38991271,278.7293889,98777,3594.536388,287370,0.346601942,369,391,0
MhairiBlack,8,144.5597092,7926,546.879382,139211,128.8639668,1469.25026,203401,10651.42366,1414888,0.754677755,5000,2695,1
FionaOnasanyaMP,8,0.84137931,28,2.644906261,244,114.1310345,438.3241379,19085,1870.805244,127114,2.339100346,4491,594,0
sue_dann,8,3.422103862,81,7.44596094,2570,123.195739,87.49134487,14126,629.4512243,65706,0.049333333,1543,1930,1
bjfletcher,8,2.684651163,134,8.494490512,2886,120.7302326,298.96,164253,5293.798002,321382,0.658286778,2687,2592,1
_JonathanEssex,8,0.689655172,9,1.437873149,160,126.1853448,199.2715517,17986,1286.639408,46231,3.060606061,511,226,1
NickHurdUK,8,3.334588038,1115,26.84444346,7973,121.9627771,221.3408616,65832,2117.233646,529226,0.253556485,5000,1719,1
a_adeyemo,8,1.077606635,211,6.449715888,1819,113.5853081,761.693128,1086062,26450.20765,1285738,0.429756965,1251,1752,1
roisinlynchsdlp,8,0.848447961,56,2.901640095,1394,123.8545344,118.7364577,49672,1771.609236,195084,0.443361754,1075,787,0
philhutty,8,0.582463466,12,1.479499925,279,114.7536534,117.6158664,8788,513.5733291,56338,1.506276151,574,384,1
GPWebb,8,0.457322552,49,2.117021849,1018,117.4914645,373.9074573,53174,2467.34147,832318,0.327640449,1188,2710,1
DanielleGlavin,8,1.373088685,170,7.13981882,898,115.2370031,1372.966361,676290,27076.90374,897920,1.116385911,971,1278,1
andrealeadsom,8,29.35972061,1178,77.87671106,25220,124.9965076,76.10011641,6007,331.2470588,65370,0.341491841,5000,928,1
robjlinds,8,0.557752341,151,4.098303594,1072,113.5796046,91.49011446,17323,723.277732,175844,0.375845914,1056,1027,1
Sarah_C_Church,8,1.352838934,121,5.539812772,2335,113.0330243,968.0643105,410289,13066.69298,1670879,0.256231884,1265,740,0
cmackinlay,8,6.067174515,770,28.59169634,8761,129.1772853,131.1301939,49672,1456.312962,189352,0.504504505,5000,960,0
warelane,8,0.50639244,12,1.208105957,911,82.0889383,28.39355197,22252,551.9094659,51080,0.158509455,5000,1303,1
Steven4Stirling,8,4.603125,162,11.17986428,5892,121.6546875,79.55,16081,557.9285256,101824,0.564503518,5000,1984,0
RuthSmeeth,8,5.833833233,1319,47.17197838,9725,122.0437912,110.8974205,29252,982.9341875,184866,0.43757503,5000,918,1
mikenesbittni,8,8.557575758,1395,43.26044474,14120,106.9169697,101.4115152,39756,1344.783835,167329,0.441479685,5000,710,1
DomGiles1,8,0.630769231,13,1.412036173,533,117.0153846,1020.815385,227799,8686.097397,862589,0.860189573,670,666,0
RhydianFitter,8,1.327715356,56,3.622689064,2836,114.2542135,20.12219101,4440,151.698707,42981,0.264168618,1513,634,1
GarethLibDem,8,0.343181818,24,1.454366111,604,125.7454545,2342.402841,3622841,86340.89174,4122629,0.412734508,1254,1662,1
Geoffrey_Cox,8,3.495652174,127,9.469744878,804,109.0217391,18.18695652,623,72.35392964,4183,3.179039301,5000,501,0
BorisJohnson,8,449.0145349,6381,627.2235306,308922,127.8430233,281.5712209,15414,701.1412546,193721,1.020378457,5000,179,0
greycoatlaw,8,0.542826552,42,1.805234756,507,121.1734475,0.749464668,86,4.038011936,700,0.717041801,353,356,0
MattWestern_,8,0.87857848,21,2.0177067,890,105.6426456,42.65054294,8515,355.4887523,43205,0.40513834,3259,1589,0
ianstotesbury,8,1.07395288,29,3.081425875,1641,117.3841623,291.2866492,167355,4466.043516,445086,0.411263916,810,944,1
tessamunt,8,1.159468439,76,3.766368712,1396,118.5980066,91.35215947,18881,801.4392684,109988,0.605153782,5000,1530,1
lizleffman,8,29.50662252,680,63.7425359,8911,114.1324503,49.1192053,1490,137.0735254,14834,1.993355482,2548,163,1
AndyCroy,8,0.265976872,34,1.33695271,437,115.1479002,627.4400487,159053,5907.658639,1030884,0.275883069,652,810,1
EmmaReynoldsMP,8,3.29033579,772,21.49474872,8035,124.7821458,56.74938575,18684,518.519463,138582,0.298648095,5000,2308,0
CarrieAHarper,8,0.731788079,42,3.066198346,221,117.5529801,152.6125828,19741,1283.769896,46089,2.3089701,1219,821,0
marygwengriff,7,0.419838524,18,1.224122583,364,115.4256055,219.527105,22252,1379.2894,190330,0.838337182,822,617,1
nickherbertmp,7,2.613439306,129,7.900583045,3617,130.5404624,71.62210983,37087,1091.436575,99125,0.52494577,5000,296,1
GloriaDePiero,7,7.249765698,382,21.18647819,15471,113.4746954,318.8992502,85397,3316.239825,680531,0.19878106,5000,4982,1
DamianGreen,7,1.922423556,239,9.546226924,3395,117.1976217,75.24235561,13086,467.2382585,132878,0.413031161,5000,840,0
DLidington,7,1.689773214,466,11.91967995,3949,125.0924262,216.8258451,218526,4614.470457,506722,0.202054795,5000,2067,0
EilidhWhiteford,7,8.12412178,644,35.36320153,6938,125.3641686,155.412178,19741,1004.105469,132722,0.853458382,5000,622,1
Wera_Hobhouse,7,0.992816092,90,4.559309675,1382,116.5114943,268.9260057,31324,1890.379876,374345,0.30194105,5000,4446,0
GRobinsonDUP,7,0.845229925,56,2.907000443,2463,114.245024,27.37680165,49673,925.2331666,79776,0.199794027,5000,641,1
AlMcDonnellSB,7,3.716475096,97,7.033749826,4850,130.5555556,14.95938697,6938,198.381012,19522,0.55904908,5000,1099,1
ScottDickinson0,7,0.515068493,87,3.451093582,376,118.6767123,135.7863014,20780,1179.828349,99124,0.994513032,865,1021,1
JuliePorksen,7,0.441520468,22,1.587902373,302,119.2733918,70.57163743,8997,551.6069606,48271,1.054172767,1665,2060,1
grahamstuart,7,1.315789474,137,6.260010096,975,119.6896086,171.5101215,51722,2225.927923,127089,0.982432432,5000,2450,1
JamesLovatt,7,0.39039932,204,4.537403461,919,128.6180969,1719.624894,1086049,25144.6452,4047997,0.267318317,1991,3549,0
radclifd,7,0.340206186,4,0.73057805,66,92.67525773,9.680412371,492,48.67344296,1878,3.772020725,628,1289,0
uknoel,7,0.549477566,51,2.340520781,894,101.3245237,80.22802704,13766,558.5289521,130531,0.448339483,1157,974,0
Imran_HussainMP,7,6.632014176,1215,48.50498385,11228,128.2445363,267.2262256,35085,1320.283176,452414,0.430851064,5000,822,0
JudithCummins,7,1.368185213,53,4.155984437,1832,124.377894,34.04182226,4680,196.0381333,45582,0.544843049,5000,1230,0
